Epoch,Train_Loss,Val_Loss,Error_Rate
1,4.266057135402292,2.4448042954592144,1.8212528399430776
2,2.2898518676343174,2.067499566604109,0.2223523010302082
3,1.9724813077760779,1.6699211608399362,0.30256014693614164
4,1.6247875673183496,1.8519555599812199,0.22716799266287024
5,1.5371476809183757,1.5302714844617773,0.006876196456598427
6,1.4143173167670982,1.4625966450309051,0.048279328263806986
7,1.3156663170759229,1.4494160664651323,0.13374974938920947
8,1.2230557678402334,1.3408367720377796,0.11778100419754622
9,1.2206216100333394,1.3938255190630169,0.17320390902967753
10,1.256099660327469,1.5631561487474863,0.3070564884200173
11,1.2163825328799263,1.2224051410551457,0.0060226081752194904
12,1.1654661919759668,1.354959244346794,0.18949305237082714
13,1.1640166527983071,1.537912152652793,0.3738954998544859
14,1.0542018836823062,1.3185754468774094,0.2643735631951032
15,1.0528845700664797,1.3054451159585048,0.25256054589202503
16,1.1090778146964917,1.3656243456198889,0.2565465309233972
17,0.9525660604670427,1.2352700267425354,0.28270396627549266
18,1.0029956845269687,1.3847220637013806,0.3817263791744119
19,1.0675167320431143,1.1480698529083062,0.08055312086519195
20,1.0053981274798296,1.1122998906956876,0.10690176321585798
21,0.9428294085074163,1.291762433726998,0.3489330252195817
22,0.9840085515077563,1.1717446955906994,0.18773614408294304
23,0.9063268260679384,1.254830705878489,0.34850387981055075
24,0.9409792444844177,1.1114967585924793,0.1705175141080616
25,0.932150019251782,1.1248834399396883,0.19273342068790633
26,0.846923311551412,1.1339927378713208,0.28706942631990884
27,0.9174644817476687,1.2891314478919786,0.37166696614430994
28,0.9051747270252394,1.1531826373573173,0.24800791033207792
29,0.8995783553607222,1.0809657417292542,0.18138738636853202
30,0.8593044384666111,1.3125821691937745,0.4532777307271634
31,0.9333380581676096,1.0447030053747928,0.11136494720718315
32,0.8664324344068334,1.0596033654120915,0.19317093100525817
33,0.8524127097233481,1.235282524735393,0.38286981501204476
34,0.8774328931518223,1.3017932650194888,0.4243603718676665
35,0.8631865148958953,1.2697703715085107,0.4065838566126154
36,0.8181935112545455,1.0768545129172065,0.2586610016626609
37,0.8188482052174167,1.1825812874800141,0.3637330822625974
38,0.844828858755637,1.1490081102751635,0.3041792515195265
39,0.7969737057236658,1.0989455973510356,0.3019718916273698
40,0.8989199564076852,1.236223372466424,0.3373034160587388
41,0.8714161221531854,1.0866120240705854,0.2151959019174
42,0.842719580816186,1.0944720392444116,0.2517524584282256
43,0.8263193761956864,1.212060873670613,0.3857414974749267
44,0.7842804387859676,1.0687828075469417,0.284502368760974
45,0.8052259217137876,1.0517214375602848,0.2464955158464972
46,0.7509286209293033,1.0851020528660977,0.3341734319367944
47,0.7735304927480393,1.1411952554686542,0.3676647627206149
48,0.7378465546214062,1.204918992075631,0.46707243745422466
49,0.7428971451261769,1.2590594356331755,0.5161622905069986
50,0.7758557917415232,1.157588895492475,0.3817331037509517
51,0.7270888301773347,1.0205681765013759,0.29347934632404116
52,0.6015177541884823,1.0979564748978352,0.4964387207093529
53,0.5863223438677581,1.0517614057616276,0.4654390618938695
54,0.5877876540888911,1.2009831358514287,0.6131954817625376
55,0.5671989287155262,1.0867220085141633,0.5195230797986371
56,0.5573390100313269,1.1121775834985517,0.5548385734672248
57,0.5652642323487047,1.1120966936132926,0.5468324612645878
58,0.5514259036036505,0.9612912020974738,0.40986529849382325
59,0.569068554950797,1.163961389732054,0.594892834781257
60,0.5291506047698035,0.9873475210522028,0.45819691628239934
61,0.53747101192889,1.0705362182548817,0.5330652063259916
62,0.5148780808068704,1.1894331101109,0.6745550293040296
63,0.5074308272721111,1.1460036111666876,0.6385727838945765
64,0.5358816955400549,0.9140137595069759,0.378132063966921
65,0.5186147439307061,1.121000685290817,0.6023859413601109
66,0.5234369069769762,1.0837024017784964,0.5602654948015202
67,0.5156183160733485,1.1902988465941127,0.6746805305207642
68,0.5207133198129958,1.0684446344042526,0.5477313145912568
69,0.5162285436754641,1.0892484854249393,0.5730199417494752
70,0.5120109190111575,1.1094514249330933,0.5974405059219359
71,0.5069019675686739,1.0945530944120359,0.587651126843362
72,0.5023548447567484,1.045087920173126,0.5427330754163776
73,0.5092987349067909,1.1577201725038535,0.6484214375970626
74,0.5058248911214911,1.1319711398442878,0.6261462487227967
75,0.4683223718750304,1.1388038953711443,0.6704815234961139
76,0.4800280069095501,1.1444090628886925,0.6643810559791423
77,0.47778075048025104,1.074598560712355,0.5968178102321039
78,0.4850097998328831,1.0853767743991578,0.6003669745662747
79,0.47702699813289917,1.1929209028261112,0.715893904693212
80,0.4976135565750841,1.0526066779104226,0.5549931213353385
81,0.452451245724291,1.162876520442831,0.71042527471854
82,0.46047473018584045,1.2053556045079057,0.7448808743220652
83,0.4621787822764853,1.1052674506243099,0.6430886683478245
84,0.4727518046679704,1.2229647769811838,0.7502129723132134
85,0.47134745272173395,1.2951729386661421,0.8238254859444082
86,0.4639741450116254,1.2776583877720815,0.813684242760456
87,0.4644437026286471,1.0805510952246977,0.6161073925960506
88,0.4640780227339786,1.1553927179535521,0.6913146952195736
89,0.4559127465970274,1.221812620978145,0.7658998743811176
90,0.4603968703228494,1.2210224186453749,0.7606255483225255
